organiser_id,name,slug,previous_outcode,outcode,region_slug,region_label,source,confidence
b061cef1-77c6-4fb6-8b71-fc690eb2c6ad,CIPS (Chartered Institute of Procurement & Supply) - Devon & Cornwall,cips-chartered-institute-of-procurement-supply-devon-cornwall,,BS1,bristol,Bristol,place_name,medium
a98819f9-1f45-4594-b23c-586e47bebad8,CIPS (Chartered Institute of Procurement & Supply) - East of Scotland,cips-chartered-institute-of-procurement-supply-east-of-scotland,,EH1,edinburgh,Edinburgh,place_name,medium
d25ff464-e0b9-461e-8633-1610645024cb,CIPS (Chartered Institute of Procurement & Supply) - Essex,cips-chartered-institute-of-procurement-supply-essex,,CM0,essex,Essex,place_name,medium
feaac4af-8878-4589-9e05-9d88becc051f,CIPS (Chartered Institute of Procurement & Supply) - Gloucester,cips-chartered-institute-of-procurement-supply-gloucester,,BS1,bristol,Bristol,place_name,medium
a38fa518-ce7f-4bc0-9b90-1d2f0230f9ec,CIPS (Chartered Institute of Procurement & Supply) - Herefordshire & Worcestershire,cips-chartered-institute-of-procurement-supply-herefordshire-worcestershire,,BS1,bristol,Bristol,place_name,medium
882a8d78-094a-4c70-894b-415adcb34642,CIPS (Chartered Institute of Procurement & Supply) - Kent,cips-chartered-institute-of-procurement-supply-kent,,CT1,kent,Kent,place_name,medium
60eebecd-a8ff-4444-b54a-df5c9b25c0d1,CIPS (Chartered Institute of Procurement & Supply) - Manchester,cips-chartered-institute-of-procurement-supply-manchester,,M1,manchester,Manchester,place_name,medium
ef97d200-4266-489c-994b-ddb3afa596bb,CIPS (Chartered Institute of Procurement & Supply) - North Lancashire,cips-chartered-institute-of-procurement-supply-north-lancashire,,PR1,lancashire,Lancashire,place_name,medium
0770c66b-4cc8-49cd-9949-111499484ac6,CIPS (Chartered Institute of Procurement & Supply) - North of Scotland,cips-chartered-institute-of-procurement-supply-north-of-scotland,,EH1,edinburgh,Edinburgh,place_name,medium
12dc065d-1234-4fd0-9ef5-b68a47cd6494,CIPS (Chartered Institute of Procurement & Supply) - Peterborough & Cambridge,cips-chartered-institute-of-procurement-supply-peterborough-cambridge,,CB1,cambridge,Cambridge,place_name,medium
74496a3b-e60a-47f5-afd9-7464fef89e48,CIPS (Chartered Institute of Procurement & Supply) - South London,cips-chartered-institute-of-procurement-supply-south-london,,SE2,south-london,South London,place_name,medium
3cf96294-2fcc-4183-9962-a745afe23841,CIPS (Chartered Institute of Procurement & Supply) - South Wales,cips-chartered-institute-of-procurement-supply-south-wales,,CF3,cardiff,Cardiff,place_name,medium
6b73fdd5-4b5d-4107-895d-8edc6e0a01b5,CIPS (Chartered Institute of Procurement & Supply) - South Yorkshire,cips-chartered-institute-of-procurement-supply-south-yorkshire,,S1,sheffield,Sheffield,place_name,medium
e7610978-fc39-4d8e-87fd-d9120a5194b6,CIPS (Chartered Institute of Procurement & Supply) - Surrey & Sussex,cips-chartered-institute-of-procurement-supply-surrey-sussex,,GU1,surrey,Surrey,place_name,medium
ca4411ce-ea3f-4bec-bba8-72f7466d7bb6,CIPS (Chartered Institute of Procurement & Supply) - West of Scotland,cips-chartered-institute-of-procurement-supply-west-of-scotland,,EH1,edinburgh,Edinburgh,place_name,medium
6b66219b-f9d8-49b2-a34d-74883b27934b,CIPS (Chartered Institute of Procurement & Supply) - West Wales,cips-chartered-institute-of-procurement-supply-west-wales,,CF3,cardiff,Cardiff,place_name,medium
611418b4-db4f-410e-95db-4aa6aae27560,CIPS (Chartered Institute of Procurement & Supply) -Cheshire & North Wales,cips-chartered-institute-of-procurement-supply-cheshire-north-wales,,CH1,cheshire,Cheshire,place_name,medium
c2fc11dd-0618-493c-8972-05bac965d962,Circle Networks,circle-networks,,SK9,cheshire,Cheshire,events,high
24d41e5f-1797-4dc0-adea-9a960e97d257,City Ladies Networking,city-ladies-networking,,NE8,newcastle,Newcastle,events,high
18b5d029-cff7-4a0e-a021-11d54aebfdc6,City of Newport Business Club,city-of-newport-business-club,,CF3,cardiff,Cardiff,place_name,medium
6b18628d-b6b0-4878-bec0-57da8678fa2b,City Professionals Networking (CPN),city-professionals-networking-cpn,,EC2N,central-london,Central London,events,high
d31f8935-241e-473e-95ba-4ae253a4c617,Club Synergy,club-synergy,,G65,glasgow,Glasgow,events,high
75d603fa-0eab-41a4-b739-a62601936910,Club Wednesday Sheffield Weds FC,club-wednesday-sheffield-weds-fc,,S1,sheffield,Sheffield,place_name,medium
1524fb3c-8307-47e0-b2ee-2103650a418a,CoastalNet,coastalnet,,IP12,,,events,high
bdb6e1fc-e56b-409b-8e72-db466616aa36,Coffee Work Sleep (CWS),coffee-work-sleep-cws,,PR1,lancashire,Lancashire,events,high
90b74c40-c49c-47d4-a77c-e4db8c706c9f,Collaborate MK,collaborate-mk,,HP6,buckinghamshire,Buckinghamshire,place_in_description,low
d9b18cf6-2278-4b12-9454-c40dbe9bd640,Colony Networking,colony-networking,,CH1,chester,Chester,events,high
ad22fc3a-bbb0-437b-a82a-d7a91361f89b,Connect Surrey,connect-surrey,,KT11,surrey,Surrey,events,high
530566ac-e4c5-44bb-a17d-b4639c34279e,Connect Yorkshire,connect-yorkshire,,LS1,leeds,Leeds,events,high
02f6aab5-1b6d-48a1-9c13-d680f59d2b0e,Connects Network (Staffordshire),connects-network-staffordshire,,B1,birmingham,Birmingham,place_name,medium
004fd0d7-b998-4de0-8c67-b78620cdccc6,Cornerstone,cornerstone,,HP6,buckinghamshire,Buckinghamshire,place_in_description,low
48b62be6-a19f-470e-b8b4-6041ffd704d8,Cotswold Networking Bath,cotswold-networking-bath,,BS1,bristol,Bristol,place_name,medium
ec32bb3e-1b3d-4d8d-9805-cc73639e9904,Creative Content Company,creative-content-company,,PE1,cambridgeshire,Cambridgeshire,events,high
0af90e73-d489-4384-ba21-536c09a3d0f6,Cross Reference Networking,cross-reference-networking,,HP8,buckinghamshire,Buckinghamshire,events,high
dabe87d4-b16f-42ca-a53f-4a8d33b95ae2,CRS Editorial Leeds Netwalk,crs-editorial-leeds-netwalk,,LS1,leeds,Leeds,place_name,medium
610afd54-3a03-475c-9da1-5587dbc8755d,Cumbria Social Enterprise Partnership,cumbria-social-enterprise-partnership,,PR1,lancashire,Lancashire,place_name,medium
66ba7b68-6e82-4eff-962f-b5737072ed60,Cynnal Cymru,cynnal-cymru,,CF3,cardiff,Cardiff,place_in_description,low
63cafb8e-88bf-448f-b7ae-f18e4fe96185,Dales Business Women,dales-business-women,,DL8,,,events,high
27e247db-dfc0-4dd4-a353-671a22efa88e,Devon Women in Business,devon-women-in-business,,TQ9,bristol,Bristol,events,high
abcc2b54-543b-4f6a-84e8-4bf54b105d18,Director Golf,director-golf,,RH8,surrey,Surrey,events,high
aa874acb-585c-4839-a972-cb6f739ea6ca,Down2Business Plymouth,down2business-plymouth,,BS1,bristol,Bristol,place_name,medium
579edd85-81a0-49cf-be97-f45b3798dee3,Dragons of Newport,dragons-of-newport,,CF3,cardiff,Cardiff,place_name,medium
8a012e59-cfdb-43f8-ab84-33879bf3fc89,Durham Business Group,durham-business-group,,NE1,newcastle,Newcastle,place_name,medium
1ab89b27-ccc2-4a50-b968-ad3f0b7f2407,EAGB  (Executive Association of Great Britain),eagb-executive-association-of-great-britain,,E1,london,London,place_in_description,low
1bbc2601-de94-4182-831d-6ec5acfb1dd2,East Meets West Club,east-meets-west-club,,E1,london,London,place_in_description,low
115d6395-a804-46ad-b0ff-43a0ae28d783,East Yorkshire Business Expo,east-yorkshire-business-expo,,HU10,,,events,high
dc3a7dd9-2fcb-467e-8595-ed0e5494ece8,Edinburgh Advice Network,edinburgh-advice-network,,EH1,edinburgh,Edinburgh,place_name,medium
4f2568ef-bbbb-4106-905e-dcd50cdd2e56,Edinburgh Businesswoman’s Club,,,EH22A,edinburgh,Edinburgh,events,high
583b4295-09ee-44e3-a399-24f6d53e07ca,Edinburgh Connections,edinburgh-connections,,EH1,edinburgh,Edinburgh,place_name,medium
a8a3d9c4-177f-49c1-b22c-1ef60a9c7ddc,Edinburgh Rugby Business Club,edinburgh-rugby-business-club,,EH1,edinburgh,Edinburgh,place_name,medium
b20f40f8-44c9-4a02-b7af-c4b8e8824e5b,Edward Harte Solicitors,edward-harte-solicitors,,BN1,brighton,Brighton,place_in_description,low
b3f01587-1ee9-48ec-9c1c-739331836b7b,Elevating Business,elevating-business,,CM0,essex,Essex,place_in_description,low
f0f19138-c233-4449-9354-6700ce239fe9,Elsby and Co,elsby-and-co,,HP6,buckinghamshire,Buckinghamshire,place_in_description,low
81299cb7-4bba-44fd-a434-b70168f30999,ESG Network,esg-network,,E1,london,London,place_in_description,low
ac5c87fb-30cc-4be7-b1f8-00954f6011b2,Essex Business Forum,essex-business-forum,,CM0,essex,Essex,place_name,medium
48c828c6-074f-45f0-961a-c96649dc91c9,Essex Business Partnerships,essex-business-partnerships,,CM0,essex,Essex,place_name,medium
ebe1d19b-fbcd-44e6-a016-9c3494542bee,Essex Cricket Business Club,essex-cricket-business-club,,CM0,essex,Essex,place_name,medium
e38ede3f-a1be-4e48-89c4-31553580392b,Fab Networking,fab-networking,,SO14,hampshire,Hampshire,place_in_description,low
f77e6ade-7c67-4b95-9133-159b29190786,Face2Face Maidenhead Business Networking,face2face-maidenhead-business-networking,,RG1,berkshire,Berkshire,place_name,medium
40590948-9dd1-44e6-aeb5-c451d2aadbc4,Fig Norwich (Financial Industry Group),fig-norwich-financial-industry-group,,CB1,cambridge,Cambridge,place_name,medium
eb23864b-e3d7-4eda-8fc9-faa22fd5aeb8,Firefly Hub,firefly-hub,,E1,london,London,place_in_description,low
0d732062-007a-4477-b293-0d3f9e8752c2,Fore Business - Aberdeen,fore-business-aberdeen,,EH1,edinburgh,Edinburgh,place_name,medium
5d8ec6dc-78b8-46ee-90eb-b6f7b909d52e,Fore Business - Aylesbury,fore-business-aylesbury,,HP6,buckinghamshire,Buckinghamshire,place_name,medium
bd1f39ac-f11e-4436-9d1b-3285a861f065,Fore Business - Basingstoke & Newbury,fore-business-basingstoke-newbury,,SO14,hampshire,Hampshire,place_name,medium
987754b6-40e3-44f5-8df9-950c4c4bdb40,Fore Business - Bath,fore-business-bath,,BS1,bristol,Bristol,place_name,medium
194b1ca6-e713-4c68-8f41-7c4365e6ccaf,Fore Business - Bedford,fore-business-bedford,,CB1,cambridgeshire,Cambridgeshire,place_name,medium
cf184956-94af-4749-8bc7-088c769e7bd4,Fore Business - Benfleet (South Essex),fore-business-benfleet-south-essex,,CM0,essex,Essex,place_name,medium
a350c37b-dc57-431d-82aa-653314e1660d,Fore Business - Birmingham,fore-business-birmingham,,CV7,birmingham,Birmingham,events,high
ec4d9673-d0b8-4093-8d71-4bc9173c489b,Fore Business - Bournemouth,fore-business-bournemouth,,BH11,bournemouth,Bournemouth,events,high
11dc06b4-4707-49ef-80fd-6d06771cc502,Fore Business - Bradford,fore-business-bradford,,LS1,leeds,Leeds,place_name,medium
d6bec7ca-41ce-47d9-8111-223fb77dc034,Fore Business - Brentwood,fore-business-brentwood,,CM0,essex,Essex,place_name,medium
dab4fe06-e411-406c-af3a-f80ebafa7def,Fore Business - Bristol,fore-business-bristol,,BS1,bristol,Bristol,place_name,medium
ea773135-d918-41fd-92b2-271ff50f7f29,Fore Business - Cambridge,fore-business-cambridge,,CB1,cambridge,Cambridge,place_name,medium
54b98329-51c9-4f16-a52c-fd4da28af8e2,Fore Business - Canterbury,fore-business-canterbury,,CT1,kent,Kent,place_name,medium
a518dcaf-ba3e-4768-8911-a9f183335c9f,Fore Business - Cardiff,fore-business-cardiff,,CF14,cardiff,Cardiff,events,high
058ac496-d48a-471e-921f-58d167e2969b,Fore Business - Cheltenham,fore-business-cheltenham,,BS1,bristol,Bristol,place_name,medium
140af514-5516-41a3-913e-96469f7ee775,Fore Business - Chester,fore-business-chester,,CW6,cheshire,Cheshire,events,high
0df33d0b-2cf8-4af0-b479-a8a7c18b1a18,Fore Business - Cobham,fore-business-cobham,,B1,birmingham,Birmingham,place_name,medium
eda8dd35-d5a1-4276-9514-e922383b77a4,Fore Business - Colchester,fore-business-colchester,,CH1,chester,Chester,place_name,medium
626e6ca0-0593-4cb4-b640-9748600c689d,Fore Business - Crewe,fore-business-crewe,,CH1,cheshire,Cheshire,place_name,medium
ea1e47f3-eabd-4698-92cb-0ac8c913f802,Fore Business - Croydon,fore-business-croydon,,SE2,south-london,South London,place_name,medium
a12a7e84-ddfd-41f7-8921-993df22f9875,Fore Business - Derby,fore-business-derby,,NG1,nottingham,Nottingham,place_name,medium
1cfa0c0a-ce02-4d9f-8244-772b1d825d34,Fore Business - Doncaster,fore-business-doncaster,,S1,sheffield,Sheffield,place_name,medium
f5958498-36c7-454e-969e-a15e0617b801,Fore Business - Dundee,fore-business-dundee,,EH1,edinburgh,Edinburgh,place_name,medium
5326536d-9402-4fc8-a198-dd18cce6d293,Fore Business - Edinburgh,fore-business-edinburgh,,EH1,edinburgh,Edinburgh,place_name,medium
499b6fe0-8a55-41a5-9aa8-6ae54c0a579c,Fore Business - Guildford,fore-business-guildford,,GU1,surrey,Surrey,place_name,medium
f1e7aeae-dcb2-481e-bb21-8c4546c0ef65,Fore Business - Harrogate,fore-business-harrogate,,LS1,leeds,Leeds,place_name,medium
adf09048-0327-4ab3-8530-249681e487da,Fore Business - Horsham,fore-business-horsham,,BN1,sussex,Sussex,place_name,medium
6b82e135-2e3e-4c63-a0c0-3e2a4f3e34f5,Fore Business - Huddersfield,fore-business-huddersfield,,LS1,leeds,Leeds,place_name,medium
8395ebe6-7021-4571-a9ec-c21963497100,Fore Business - Hull,fore-business-hull,,LS1,leeds,Leeds,place_name,medium
5416cc4a-3fed-4747-a5f7-36c9f656d46d,Fore Business - Ipswich,fore-business-ipswich,,CM0,essex,Essex,place_name,medium
454cdb5e-b7fe-4aaf-a0eb-b56d59d82b3d,Fore Business - Leeds,fore-business-leeds,,LS1,leeds,Leeds,place_name,medium
a525184e-1545-4485-bbd4-dfde5a9514e4,Fore Business - Leicester,fore-business-leicester,,LE1,leicester,Leicester,place_name,medium
ec9bad26-f89f-43d5-8ea8-0db2ab682a7d,Fore Business - Liverpool,fore-business-liverpool,,L1,liverpool,Liverpool,place_name,medium
071eb2b3-7d39-4b67-ae5c-cce05cbdc08e,Fore Business - Maidstone,fore-business-maidstone,,CT1,kent,Kent,place_name,medium
079700c3-c195-404a-b491-bbcf61181a32,Fore Business - Manchester North,fore-business-manchester-north,,M1,manchester,Manchester,place_name,medium
e476ffe9-fe63-4fae-9836-6acd43f91e24,Fore Business - Manchester South,fore-business-manchester-south,,M1,manchester,Manchester,place_name,medium
fc6aca71-4b3e-4874-b031-9590f05a0dda,Fore Business - Marlow & Maidenhead,fore-business-marlow-maidenhead,,RG1,berkshire,Berkshire,place_name,medium
86864a27-192a-4c1b-83dd-cece3d51a507,Fore Business - Newcastle,fore-business-newcastle,,NE3,newcastle,Newcastle,events,high
28dbc0f3-6612-4957-ba58-abd5d9444712,Fore Business - Northampton,fore-business-northampton,,HP6,buckinghamshire,Buckinghamshire,place_name,medium
b3f1fbf4-deea-489b-aa9a-7075072c7f82,Fore Business - Norwich,fore-business-norwich,,CB1,cambridge,Cambridge,place_name,medium
230caf15-35d2-41ad-9e01-9d92552180ce,Fore Business - Nottingham,fore-business-nottingham,,NG1,nottingham,Nottingham,place_name,medium
b5d2c74b-f94a-4739-a8ad-715fccccee76,Fore Business - Plymouth,fore-business-plymouth,,BS1,bristol,Bristol,place_name,medium
ea6a2a7b-838f-4f89-9ce1-3e8bc772b67b,Fore Business - Preston,fore-business-preston,,PR1,lancashire,Lancashire,place_name,medium
a69c96a1-3b4b-4373-ab65-1f0cc20739f3,Fore Business - Reading,fore-business-reading,,RG1,reading,Reading,place_name,medium
8a7aae31-a21a-4ad4-9c75-58b43ce98828,Fore Business - Sheffield,fore-business-sheffield,,S1,sheffield,Sheffield,place_name,medium
201dce66-ea08-404d-974a-0d5f8afc77bb,Fore Business - Southampton,fore-business-southampton,,SO14,hampshire,Hampshire,place_name,medium
f18b73a0-225d-46b2-8c2f-50738e071f5a,Fore Business - Swindon,fore-business-swindon,,BS1,bristol,Bristol,place_name,medium
d7542d4b-e382-4a12-9e3a-c820dbb95f51,Fore Business - Taunton,fore-business-taunton,,BS1,bristol,Bristol,place_name,medium
1109d426-756a-4327-b0be-bf57ff48742a,Fore Business - Warrington,fore-business-warrington,,CH1,cheshire,Cheshire,place_name,medium
98917aa3-c111-4d16-b1d7-a401b2943aff,Fore Business - Watford,fore-business-watford,,AL1,hertfordshire,Hertfordshire,place_name,medium
0fcd8582-0709-44e5-b463-292fd3f73a52,Fore Business - Wirral,fore-business-wirral,,L1,liverpool,Liverpool,place_name,medium
fd8f3320-1540-407a-989a-cc595f50271e,Fore Business - Wokingham,fore-business-wokingham,,RG1,berkshire,Berkshire,place_name,medium
0e0c05cf-6326-4b31-907c-e3289d15cc7a,Fore Business - Wolverhampton,fore-business-wolverhampton,,B1,birmingham,Birmingham,place_name,medium
a671f2a5-f446-469f-a606-ef2689c6740d,Fore Business -Belfast North,fore-business-belfast-north,,BT1,belfast,Belfast,place_name,medium
491ba80c-f882-4080-bcb5-c6b4d44854a4,Foyle Women's Information Network,foyle-women-s-information-network,,E1,london,London,place_in_description,low
87bc1736-f4b8-45a9-a7ba-804e12fbc292,FSA Herefordshire (Forest School Association),fsa-herefordshire-forest-school-association,,BS1,bristol,Bristol,place_name,medium
f736a3ab-4534-4beb-a583-d4b1b13ef9ad,FSB (Federation of Small Businesses) - East Midlands,fsb-federation-of-small-businesses-east-midlands,,NG1,nottingham,Nottingham,place_name,medium
0e57f4c3-2d9a-4fe6-add2-7e0f91a0040d,FSB (Federation of Small Businesses) - Greater London,fsb-federation-of-small-businesses-greater-london,,E1,london,London,place_name,medium
3ac0176b-b903-46df-9801-26bd702fc78b,FSB (Federation of Small Businesses) - Scotland,fsb-federation-of-small-businesses-scotland,,EH1,edinburgh,Edinburgh,place_name,medium
28c31e5d-8d74-42ff-bc36-eeaea0851144,FSB (Federation of Small Businesses) - Wales,fsb-federation-of-small-businesses-wales,,CF3,cardiff,Cardiff,place_name,medium
311f4dd7-9429-4a24-90c1-32f732cf7a90,FSB London Bootcamp  Spring Into Success,fsb-london-bootcamp-spring-into-success,,E1,london,London,place_name,medium
18c162b6-f87d-40f0-a285-95556944558a,FWB (Fife Women in Business),fwb-fife-women-in-business,,KY2,edinburgh,Edinburgh,events,high
16d5089f-a670-469d-8044-ea87206a6837,G12 Business Club,g12-business-club,,BS1,bristol,Bristol,place_in_description,low
42205460-059b-4c70-9f6b-e4bb0eb65e85,Gard & Co. Solicitors,gard-co-solicitors,,BS1,bristol,Bristol,place_in_description,low
9235993f-1aa2-49f2-bffa-e716e90b4758,Gateshead Business Club,gateshead-business-club,,NE1,newcastle,Newcastle,place_name,medium
799f735f-e4a8-422f-9599-edcacd628f30,Gatwick Diamond Business,gatwick-diamond-business,,BN1,sussex,Sussex,place_name,medium
181efa46-918d-464f-bbae-f6c080e07125,Gay Professional Network (GPN),gay-professional-network-gpn,,E1,london,London,place_in_description,low
a1926fa0-c1bf-4cc9-a619-0541199156ab,Glasgow Business Club,glasgow-business-club,,G41,glasgow,Glasgow,events,high
373cdaaf-39a5-4800-b3a6-dbdcfa1b7681,Glasgow Girls Club,glasgow-girls-club,,G1,glasgow,Glasgow,place_name,medium
9a0f47ca-ab6c-4562-aac3-fa55871fb42a,Global Scot,global-scot,,EH1,edinburgh,Edinburgh,place_in_description,low
ee4b7825-4728-4f24-b18f-4c84ea259c30,GLOW (Greater Lincolnshire's Outstanding Women),glow-greater-lincolnshire-s-outstanding-women,,NG1,nottingham,Nottingham,place_name,medium
ea73c0ad-7055-45be-b9c5-3be8d462aefb,GMECN,gmecn,,M1,manchester,Manchester,place_in_description,low
96a01d90-905f-444f-8f3a-2154bd62cfd8,Good2Great,good2great,,B1,birmingham,Birmingham,place_in_description,low
80d10f82-13b9-4f5d-8ad7-9a847d257f86,Grafters - Berkshire Royal,grafters-berkshire-royal,,RG1,berkshire,Berkshire,place_name,medium
3ce70cf8-4771-44ba-9e46-9e3f7e06d488,Grafton Banks Finance,grafton-banks-finance,,E1,london,London,place_in_description,low
ff63f205-fd98-425b-bcd6-ab5c8c7351b3,GWN (LGBTQ+ Women's Network),gwn-lgbtq-women-s-network,,E1,london,London,place_in_description,low
4dbe484b-be78-40ba-be2d-98919fe82a6b,H&F (Hammersmith & Fulham),h-f-hammersmith-fulham,,E1,london,London,place_in_description,low
f8f8e4e0-845b-4875-87fe-dda1a011a810,Halifax Opportunites Trust,halifax-opportunites-trust,,LS1,leeds,Leeds,place_name,medium
b6fc8bfc-7c71-4b30-b006-f5598ad831ff,Hammersmith Networking,hammersmith-networking,,W2,west-london,West London,place_in_description,low
79dc618f-d7a2-4515-af98-d21be58e7c60,Harrogate & District Community Action,,,HG4,leeds,Leeds,events,high
8f3ef1f1-4058-495c-991d-ada374b970fd,Harrogate Business Group,harrogate-business-group,,LS1,leeds,Leeds,place_name,medium
e1bb058f-a84c-4d29-b03c-fe1e5e42c125,Harrogate District Chamber of Commerce,harrogate-district-chamber-of-commerce,,LS1,leeds,Leeds,place_name,medium
8b82b227-b0bd-452b-9a03-adad53542777,Hashtag Events Business Club,hashtag-events-business-club,,AB21,,,events,high
fa1a38c2-baf2-4678-b2b7-0a6616dcc057,Herefordshire Green Network,herefordshire-green-network,,BS1,bristol,Bristol,place_name,medium
9f19415d-4c49-4092-9651-4488d4afb12c,Herefordshire Health & Safety Group (HHSG),herefordshire-health-safety-group-hhsg,,BS1,bristol,Bristol,place_name,medium
cb8f01d4-b6dc-4c68-8267-1ff8f7036b04,Herefordshire Means Business,herefordshire-means-business,,BS1,bristol,Bristol,place_name,medium
6e3e85fa-d0cb-4c6f-9892-8b8f1a4865d4,HEY Growth Hub,hey-growth-hub,,LS1,leeds,Leeds,place_in_description,low
8ee9e7ac-3d74-49b5-9daf-21e6b9a490ca,HEY Skills Network,hey-skills-network,,LS1,leeds,Leeds,place_in_description,low
e80bbe08-beb2-4296-ae37-ea1d7599b705,High Billinghurst Farm,high-billinghurst-farm,,E1,london,London,place_in_description,low
cf9bb974-fa2b-4d4c-a9d3-cc16dd969e34,Home Grown Club,home-grown-club,,E1,london,London,place_in_description,low
428f5d0f-9dbe-478f-a573-ecd92e8cc539,Home House,home-house,,E1,london,London,place_in_description,low
d31c8bee-dc37-4eb7-aaa2-ad97189a4002,HR Technologies UK,hr-technologies-uk,,E1,london,London,place_in_description,low
c2d17a1b-3b56-46ee-8446-fc44bd657935,Hudsons Property,hudsons-property,,E1,central-london,Central London,place_in_description,low
d43dc8b4-b1be-431c-909f-5cac2021d033,Hydrogen Scotland,,,G3,glasgow,Glasgow,events,high
92737beb-d81d-4488-a242-913a1a236f4d,I Want 2 Network,i-want-2-network,,E1,london,London,place_in_description,low
a69176df-93c0-4a2b-9bd5-e3602ee9330b,Invest Hull,invest-hull,,LS1,leeds,Leeds,place_name,medium
3ff64d47-d554-4f92-a4cb-a7572a7432ad,Invest in North Lincolnshire,invest-in-north-lincolnshire,,NG1,nottingham,Nottingham,place_name,medium
f62bdfae-8b74-4b3c-957b-aea6944c90aa,Island Networking – Sheffield & Rotherham,island-networking-sheffield-rotherham,,S1,sheffield,Sheffield,place_name,medium
3e21aa6b-1315-450a-b69b-713fe519e748,ISSBA (Ipswich & Suffolk Small Business Association),issba-ipswich-suffolk-small-business-association,,CM0,essex,Essex,place_name,medium
e04ba788-7c7b-49b7-a30d-f9f9ea8f6df2,ISTN (Ipswich & Suffolk Tech Network),istn-ipswich-suffolk-tech-network,,CM0,essex,Essex,place_name,medium
2e1f7a64-0f98-453d-8a32-72ab92489d59,Iungoworks,,,CF10,cardiff,Cardiff,events,high
40b51363-05be-46ad-9f62-3ebbc9cd4eec,JBN (Jewish Business Network),jbn-jewish-business-network,,CH1,chester,Chester,place_in_description,low
009f3975-4850-43a3-8396-a2ccf7d67d67,K107 FM,k107-fm,,EH1,edinburgh,Edinburgh,place_in_description,low
02d65670-3065-4963-a1c6-86b9dd04e269,Ladies Lunch Plymouth,ladies-lunch-plymouth,,BS1,bristol,Bristol,place_name,medium
63889ae1-2170-40c8-a5a2-9c0e7cd54a09,Ladies Network,ladies-network,,CB1,cambridge,Cambridge,place_in_description,low
d4dda67b-7650-4242-8606-c8d181baa290,Lanarkshire Business Group,lanarkshire-business-group,,G1,glasgow,Glasgow,place_name,medium
e2b0372c-19af-4e47-bca2-1f885b905731,Leading Edge Business Networking,leading-edge-business-networking,,BH22,bournemouth,Bournemouth,postcode_in_text,high
32868a7e-17b0-4cb9-9461-5798cfb5757e,Leeds Involving People,leeds-involving-people,,LS1,leeds,Leeds,place_name,medium
855125ed-8f10-4038-843a-88fce7671b74,Leicester Hotshots,leicester-hotshots,,LE1,leicester,Leicester,place_name,medium
f0d63df5-8664-4af0-a8fd-d8bae151e619,Leicester Tigers Business Club,leicester-tigers-business-club,,LE1,leicester,Leicester,place_name,medium
6626e5ed-4f1a-4661-a82d-66ba239a234f,Leicestershire Business Voice,leicestershire-business-voice,,LE1,leicester,Leicester,place_name,medium
614e953a-cb08-4e7b-8ed0-37e6f4b08484,Let's Do Business,let-s-do-business,,PR1,lancashire,Lancashire,place_in_description,low
2d342aad-e4a5-4cad-9a72-a7f137671732,Levi Solicitors LLP,levi-solicitors-llp,,E1,london,London,place_in_description,low
aedd44ea-67b0-46ee-b3a6-b9bb21fd01d3,LJLD (Leeds Junior Lawyers Division),ljld-leeds-junior-lawyers-division,,LS1,leeds,Leeds,place_name,medium
59f9f218-217f-43f3-a653-9ec98fb9bd15,Llanidloes Networking,llanidloes-networking,,CF3,cardiff,Cardiff,place_in_description,low
a2325ca2-3bfa-43ff-9c81-51af7cfb0399,Local Business Connections,local-business-connections,,LE1,leicester,Leicester,place_in_description,low
4877a77f-fc08-4ef8-8692-f665f23e458f,London Business Network,london-business-network,,E1,london,London,place_name,medium
7f8d21fa-831f-4be8-ab72-8a3a270bbe32,London Business Society,london-business-society,,E1,london,London,place_name,medium
9a6a91c1-8246-4e1c-a9d8-f8982173820b,London Development Network (LDN),london-development-network-ldn,,E1,london,London,place_name,medium
a88d9a44-d831-47e6-8d51-1f387ff8fbec,London HR Connection,london-hr-connection,,E1,london,London,place_name,medium
e155d15b-7cf3-46a7-9c21-1be68b27a611,London International Stationery Show,london-international-stationery-show,,E1,london,London,place_name,medium
df43ae06-c74f-4a8e-b645-4ced1a1cff64,London Networking Group,london-networking-group,,E1,london,London,place_name,medium
32d22df0-4519-423e-9abf-04dc149a5bbf,London Referral Network,london-referral-network,,E1,london,London,place_name,medium
6c72c071-de79-43b2-b1ab-ab88a757ff71,London Women's Forum,london-women-s-forum,,E1,london,London,place_name,medium
1b05a9b8-cdf8-4704-9930-51d027b40e1b,LondonFintechs,londonfintechs,,E1,london,London,place_name,medium
af128888-0ab6-4620-96e1-20e6cacedcbe,Love Business Networking (East Midlands),love-business-networking-east-midlands,,NG1,nottingham,Nottingham,place_name,medium
9658196b-2822-45de-8b83-19bc75b22695,Lynea Architects,lynea-architects,,BS1,bristol,Bristol,place_in_description,low
45c195ef-287c-40f3-b89f-892a5f0bfd47,M4 Business Network,m4-business-network,,CF3,cardiff,Cardiff,place_in_description,low
60097ffd-e2ed-4d3b-9f2b-672ef0bb88f6,Marches Growth Hub,marches-growth-hub,,BS1,bristol,Bristol,place_in_description,low
b38935fe-550d-4033-a88b-c9d697b3852f,MHN (Manchester Hospitality Network),mhn-manchester-hospitality-network,,M1,manchester,Manchester,place_name,medium
5f5ff47f-b241-426d-bc7f-d2fe947089d9,Mid Devon Network,mid-devon-network,,BS1,bristol,Bristol,place_name,medium
